Author	Title	Tags	Directory
Larry Niven	The Hole Man	Hugo-Award-for-Best-Short-Story, Fiction, Analog Science Fact, Short-Story, science-fiction	science-fiction
John Scalzi	Redshirts	Locus-Award-For-Best-Science-Fiction, Hugo-Award-for-Best-Novel, Novel, Fiction, Tor Books, science-fiction	science-fiction
John Scalzi	Lock In	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
John Scalzi	Old Man's War	2005, novel, science fiction	science-fiction
John Scalzi	The Kaiju Preservation Society	Locus-Award-For-Best-Science-Fiction, Fiction, Novel	fiction
John Scalzi	The Collapsing Empire	Locus-Award-For-Best-Science-Fiction, Fiction, Novel	fiction
Vernor Vinge	Rainbows End	Locus-Award-For-Best-Science-Fiction, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Hugo-Award-for-Best-Novel, Novel, Fiction, Tor Books, science-fiction	science-fiction
Vernor Vinge	A Fire Upon the Deep	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, 1992, Nebula-Award-for-Best-Novel-Finalist, Hugo-Award-for-Best-Novel, Novel, science fiction, novel, Tor Books, science-fiction	science-fiction
Vernor Vinge	A Deepness in the Sky	Nebula-Award-for-Best-Novel-Finalist, Hugo-Award-for-Best-Novel, 1999, Novel, science fiction, novel, Tor Books, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, science-fiction	science-fiction
William Gibson	Neuromancer	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, 1984, Hugo-Award-for-Best-Novel, Nebula-Award-for-Best-Novel, Novel, science fiction, novel, Ace Books, science-fiction	science-fiction
William Gibson	Count Zero	Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, Asimov's Science Fiction	science-fiction
William Gibson	Mona Lisa Overdrive	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Novel	science-fiction
William Gibson	The Difference Engine	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Bantam Spectra, Novel	science-fiction
William Gibson	Zero History	Putnam Publishing Group, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
William Gibson	The Peripheral	G. P. Putnam's Sons, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
William Gibson	Burning Chrome	1982, short-story, science fiction	science-fiction
Martha Wells	Network Effect	Locus-Award-For-Best-Science-Fiction, Hugo-Award-for-Best-Novel, Nebula-Award-for-Best-Novel, Novel, Tor.com Publishing, Fiction, science-fiction	science-fiction
Martha Wells	The Death of the Necromancer	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Avon	science-fiction
Martha Wells	Witch King	Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel-Finalist, Tordotcom, Novel, World-Fantasy-Award-finalist, Fantasy, Fiction, science-fiction	science-fiction
Martha Wells	System Collapse	Locus-Award-For-Best-Science-Fiction, Fiction, Novel	fiction
Ursula Vernon	Nettle  Bone	Hugo-Award-for-Best-Novel, science-fiction, Novel, Tor Books	science-fiction
Ursula Vernon	Jackalope Wives	Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story, Apex Magazine	science-fiction
Ursula Vernon	Metal Like Blood in the Dark	Hugo-Award-for-Best-Short-Story, science-fiction, Uncanny Magazine, Short-Story	science-fiction
Susanna Clarke	Jonathan Strange  Mr Norrell	Nebula-Award-for-Best-Novel-Finalist, Hugo-Award-for-Best-Novel, Bloomsbury Publishing, Novel, Fantasy, Bloomsbury Press, World-Fantasy-Award, science-fiction	science-fiction
Susanna Clarke	Piranesi	Nebula-Award-for-Best-Novel-Finalist, Bloomsbury Publishing, Novel, World-Fantasy-Award-finalist, Fantasy, Bloomsbury Press, science-fiction	science-fiction
Dan Simmons	Hyperion	Locus-Award-For-Best-Science-Fiction, Hugo-Award-for-Best-Novel, 1989, Doubleday, Novel, science fiction, novel, Fiction, science-fiction	science-fiction
Dan Simmons	The Fall of Hyperion	Locus-Award-For-Best-Science-Fiction, 1990, William Morrow and Company, Nebula-Award-for-Best-Novel-Finalist, Novel, science fiction, novel, Fiction, science-fiction	science-fiction
Dan Simmons	Carrion Comfort	Dark Harvest, World-Fantasy-Award-finalist, Fantasy	fantasy
Dan Simmons	Song of Kali	Bluejay Books, World-Fantasy-Award, Novel, Fantasy	fantasy
Dan Simmons	This Year's Class Picture	Theodore Sturgeon Award, Still Dead (Mark V. Ziesing), science-fiction, Short-Story	science-fiction
Dan Simmons	The Rise of Endymion	Locus-Award-For-Best-Science-Fiction, Fiction, Novel	fiction
Dan Simmons	Ilium	Locus-Award-For-Best-Science-Fiction, Fiction, Novel	fiction
Robert J. Sawyer	Hominids	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Hugo-Award-for-Best-Novel, Novel, Tor Books, Analog Science Fiction and Fact, science-fiction	science-fiction
Robert J. Sawyer	The Terminal Experiment	science-fiction, Nebula-Award-for-Best-Novel, Novel, HarperPrism	science-fiction
Robert J. Sawyer	Starplex	Nebula-Award-for-Best-Novel-Finalist, Analog Science Fiction and Fact, Novel, science-fiction	science-fiction
Robert J. Sawyer	Calculating God	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Robert J. Sawyer	Rollback	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Robert J. Sawyer	WWW: Wake	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Ace Books, Novel	science-fiction
Robert J. Sawyer	Mindscan	science-fiction, Novel, Tor Books, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Clifford D. Simak	Here Gather the Stars (also known as Way Station)	Hugo-Award-for-Best-Novel, Galaxy Science Fiction, Novel, science-fiction	science-fiction
Clifford D. Simak	All Flesh is Grass	Nebula-Award-for-Best-Novel-Finalist, Doubleday, Novel, science-fiction	science-fiction
Clifford D. Simak	City	novel, science fiction, 1952	science-fiction
Clifford D. Simak	Way Station	novel, science fiction, 1963	science-fiction
Clifford D. Simak	Grotto of the Dancing Deer	Hugo-Award-for-Best-Short-Story, Fiction, Analog Science Fact, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Clifford D. Simak	The Big Front Yard	short-story, 1958, science fiction	science-fiction
Clifford D. Simak	Desertion	1944, short-story, science fiction	science-fiction
J. K. Rowling	Harry Potter and the Goblet of Fire	Hugo-Award-for-Best-Novel, Bloomsbury Publishing, Novel, science-fiction	science-fiction
J. K. Rowling	Harry Potter (series)	BBC-100-Most-Inspiring-Novels, Novel, Fiction, British, Coming-of-Age	fiction
J. K. Rowling	Harry Potter and the Prisoner of Azkaban	Fiction, Locus-Award-For-Best-Fantasy-Novel, Novel	fiction
Kim Stanley Robinson	Green Mars	Locus-Award-For-Best-Science-Fiction, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Hugo-Award-for-Best-Novel, Novel, Fiction, HarperCollins, science-fiction	science-fiction
Kim Stanley Robinson	Blue Mars	Locus-Award-For-Best-Science-Fiction, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Hugo-Award-for-Best-Novel, Novel, Fiction, HarperCollins Voyager, science-fiction	science-fiction
Kim Stanley Robinson	Red Mars	1992, Bantam Spectra, Nebula-Award-for-Best-Novel, Novel, science fiction, novel, science-fiction	science-fiction
Kim Stanley Robinson	The Wild Shore	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Kim Stanley Robinson	The Gold Coast	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Kim Stanley Robinson	Galileo's Dream	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Ballantine Spectra, Novel	science-fiction
Kim Stanley Robinson	Shaman	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Kim Stanley Robinson	Aurora	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Kim Stanley Robinson	New York 2140	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Kim Stanley Robinson	Pacific Edge	science-fiction, Novel, Tor Books, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Kim Stanley Robinson	The Lucky Strike	short-story, science fiction, 1984	science-fiction
Kim Stanley Robinson	The Years of Rice and Salt	Locus-Award-For-Best-Science-Fiction, Fiction, Novel	fiction
Frederik Pohl	Gateway	St. Martin's Press, Hugo-Award-for-Best-Novel, Galaxy Science Fiction, Nebula-Award-for-Best-Novel, Novel, science fiction, novel, 1977, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, science-fiction	science-fiction
Frederik Pohl	Man Plus	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel, Novel, Science Fiction, Random House, The Magazine of Fantasy, science-fiction	science-fiction
Frederik Pohl	Jem	St. Martin's Press, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Frederik Pohl	Beyond the Blue Event Horizon	Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, Del Rey Books	science-fiction
Frederik Pohl	The Boy Who Would Live Forever	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Frederik Pohl	The Years of the City	Timescape, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Frederik Pohl	Day Million	1966, short-story, science fiction	science-fiction
Frederik Pohl	The Meeting	Hugo-Award-for-Best-Short-Story, Science Fiction, The Magazine of Fantasy, Short-Story, science-fiction	science-fiction
Frederik Pohl	Fermi and Frost	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Ray Bradbury	Fahrenheit 451	Hugo-Award-for-Best-Novel, Retro-Hugos, Novel, science fiction, novel, 1953, Ballantine Books, science-fiction	science-fiction
Ray Bradbury	From the Dust Returned	William Morrow and Company, World-Fantasy-Award-finalist, Fantasy	fantasy
Ray Bradbury	The Martian Chronicles	Novel, novel, Fiction, 1950, English, Le-Mondes-100-Books-of-the-Century, science fiction	fiction
Ray Bradbury	There Will Come Soft Rains	short-story, 1950, science fiction	science-fiction
Ray Bradbury	King of the Gray Spaces (aka R is for Rocket)	Famous Fantastic Mysteries, Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story	science-fiction
Ray Bradbury	I, Rocket	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Amazing Stories	science-fiction
C. J. Cherryh	Downbelow Station	1981, DAW Books, Hugo-Award-for-Best-Novel, Novel, science fiction, novel, science-fiction	science-fiction
C. J. Cherryh	Cyteen	Locus-Award-For-Best-Science-Fiction, Hugo-Award-for-Best-Novel, 1988, Warner Books, Novel, science fiction, novel, Fiction, science-fiction	science-fiction
C. J. Cherryh	The Faded Sun: Kesrith	Galaxy Science Fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
C. J. Cherryh	Hammerfall	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Eos	science-fiction
C. J. Cherryh	Cassandra	Hugo-Award-for-Best-Short-Story, Science Fiction, The Magazine of Fantasy, Short-Story, science-fiction	science-fiction
Ann Leckie	Ancillary Justice	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Hugo-Award-for-Best-Novel, Nebula-Award-for-Best-Novel, Novel, science fiction, Orbit Books, novel, 2013, science-fiction	science-fiction
Ann Leckie	Ancillary Sword	Locus-Award-For-Best-Science-Fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Orbit Books, Fiction, science-fiction	science-fiction
Ann Leckie	Ancillary Mercy	Locus-Award-For-Best-Science-Fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Orbit Books, Fiction, science-fiction	science-fiction
Ann Leckie	Translation State	Nebula-Award-for-Best-Novel-Finalist, Orbit US, Novel, Orbit UK, science-fiction	science-fiction
Ann Leckie	The Raven Tower	Fantasy, World-Fantasy-Award-finalist, Orbit Books	fantasy
Jo Walton	Among Others	Hugo-Award-for-Best-Novel, Nebula-Award-for-Best-Novel, Novel, World-Fantasy-Award-finalist, Tor Books, science-fiction	science-fiction
Jo Walton	Farthing	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books, science-fiction	science-fiction
Jo Walton	My Real Children	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Jo Walton	Tooth and Claw	World-Fantasy-Award, Novel, Tor Books, Fantasy	fantasy
Arkady Martine	A Memory Called Empire	Nebula-Award-for-Best-Novel-Finalist, Hugo-Award-for-Best-Novel, Novel, Tor Books, science-fiction	science-fiction
Arkady Martine	A Desolation Called Peace	Locus-Award-For-Best-Science-Fiction, Nebula-Award-for-Best-Novel-Finalist, Hugo-Award-for-Best-Novel, Novel, Tor.com Publishing, Fiction, Tor Books, science-fiction	science-fiction
James Blish	A Case of Conscience	1958, Hugo-Award-for-Best-Novel, Novel, science fiction, novel, Ballantine Books, science-fiction	science-fiction
James Blish	Black Easter	Nebula-Award-for-Best-Novel-Finalist, Doubleday, Novel, science-fiction	science-fiction
James Blish	Star Trek 10	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 11	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 12	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 13	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 2	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 3	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 4	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 5	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 6	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 7	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 8	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Star Trek 9	short stories, novel, James Blish(1921-1975), science fiction, anthology	science-fiction
James Blish	Surface Tension	short-story, science fiction, 1952	science-fiction
Walter M. Miller, Jr.	A Canticle for Leibowitz	Hugo-Award-for-Best-Novel, Co., Novel, science-fiction, J. B. Lippincott	science-fiction
P. Djèlí Clark	A Master of Djinn	Nebula-Award-for-Best-Novel, Novel, World-Fantasy-Award-finalist, Tor.com Publishing, science-fiction	science-fiction
Sarah Pinsker	A Song for a New Day	Berkley Press, Nebula-Award-for-Best-Novel, Novel, science-fiction	science-fiction
Sarah Pinsker	Where Oaken Hearts Do Gather	Hugo-Award-for-Best-Short-Story, Uncanny Magazine, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Sarah Pinsker	In Joy, Knowing the Abyss Behind	Theodore Sturgeon Award, Strange Horizons, science-fiction, Short-Story	science-fiction
Robert Silverberg	A Time of Changes	Galaxy Science Fiction, Nebula-Award-for-Best-Novel, Novel, science-fiction	science-fiction
Robert Silverberg	Thorns	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ballantine Books, Novel	science-fiction
Robert Silverberg	The Masks of Time	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ballantine Books, Novel	science-fiction
Robert Silverberg	Up the Line	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ballantine Books, Novel	science-fiction
Robert Silverberg	Tower of Glass	Charles Scribner's Sons, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Robert Silverberg	The Book of Skulls	Charles Scribner's Sons, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Robert Silverberg	Dying Inside	Nebula-Award-for-Best-Novel-Finalist, Galaxy Science Fiction, Novel, science fiction, novel, 1972, science-fiction	science-fiction
Robert Silverberg	The Stochastic Man	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Row, Novel, Science Fiction, The Magazine of Fantasy, Harper, science-fiction	science-fiction
Robert Silverberg	Shadrach in the Furnace	Nebula-Award-for-Best-Novel-Finalist, Bobbs-Merrill Company, Novel, science-fiction	science-fiction
